radio nz,https://www.radionz.co.nz/rss/national.xml
nz herald,http://rss.nzherald.co.nz/rss/xml/nzhrsscid_000000001.xml
reuters,http://feeds.reuters.com/reuters/topNews
new york time,http://rss.nytimes.com/services/xml/rss/nyt/World.xml
global voice,https://globalvoices.org/feeds/
bbc news,http://feeds.bbci.co.uk/news/rss.xml
